,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,ID,Kind,Postal code,Public name,Rental status,Slots,Station type,Status,Subscription status,year,month,day,hour,minute
2398,3,0,0,0,nonexistent,Paris,paris-hericart-54,STATION,75015,Paris/HÃ©ricart/54,operational,1,station,ok,nonexistent,2018,4,5,0,2
2399,1,0,0,0,nonexistent,Paris,paris-arago-99,STATION,75014,Paris/Arago/99,operational,2,station,ok,nonexistent,2018,4,6,4,54
2400,5,0,0,0,nonexistent,Boulogne-Billancourt,boulognebillancourt-reine-12,STATION,92100,Boulogne-Billancourt/Reine/12,operational,1,station,ok,nonexistent,2018,4,8,11,23
2401,0,0,0,0,nonexistent,Joinville-le-Pont,joinvillelepont-mozart-18,STATION,94340,Joinville-le-Pont/Mozart/18,operational,5,station,ok,nonexistent,2018,4,9,10,46
2402,1,0,0,1,operational,Paris,paris-courcelles-188,STATION,75017,Paris/Courcelles/188,operational,4,station,ok,nonexistent,2018,4,1,20,4
2403,5,0,1,0,nonexistent,Gennevilliers,gennevilliers-camelinat-66,STATION,92230,Gennevilliers/CamÃ©linat/66,operational,0,station,ok,nonexistent,2018,4,5,9,28
2404,0,0,0,0,nonexistent,Meudon,meudon-marcelallegot-12,STATION,92190,Meudon/Marcel AllÃ©got/12,broken,0,station,closed,nonexistent,2018,4,8,4,45
2405,6,0,0,0,nonexistent,Montrouge,montrouge-republique-43,SPACE,92120,Montrouge/RÃ©publique/43,operational,0,full_station,ok,operational,2018,4,1,4,35
2406,5,0,0,0,nonexistent,Suresnes,suresnes-stalingrad-11,STATION,92150,Suresnes/Stalingrad/11,operational,1,station,ok,nonexistent,2018,4,9,20,48
2407,0,0,0,2,operational,Paris,paris-dutuit-1,STATION,75008,Paris/Dutuit/1,operational,6,station,ok,nonexistent,2018,4,2,3,28
2408,5,0,0,0,nonexistent,Clamart,clamart-paulvaillantcouturier-68,STATION,92140,Clamart/Paul Vaillant Couturier/68,operational,0,station,ok,nonexistent,2018,4,2,15,28
2409,0,0,0,1,operational,Paris,paris-ordener-120,STATION,75018,Paris/Ordener/120,operational,5,station,ok,nonexistent,2018,4,8,12,7
2410,2,0,0,1,operational,Paris,paris-villette-55,STATION,75010,Paris/Villette/55,operational,2,station,ok,nonexistent,2018,4,1,0,39
2411,0,0,0,0,nonexistent,Paris,paris-seine-77,STATION,75019,Paris/Seine/77,operational,3,station,ok,nonexistent,2018,4,8,22,45
2412,2,1,1,0,nonexistent,Paris,paris-clichy-181,STATION,75017,Paris/Clichy/181,operational,0,station,ok,nonexistent,2018,4,3,19,13
2413,0,0,0,0,nonexistent,Paris,paris-croixdespetitschamps-4,STATION,75001,Paris/Croix des Petits Champs/4,operational,1,station,ok,nonexistent,2018,4,2,11,5
2414,0,0,0,0,nonexistent,Colombes,colombes-renouillers-183,STATION,92700,Colombes/Renouillers/183,broken,0,station,closed,nonexistent,2018,4,8,12,36
2415,3,0,0,0,nonexistent,SÃ¨vres,sevres-wolfenbuttel-1,STATION,92310,SÃ¨vres/WolfenbÃ¼ttel/1,operational,3,station,ok,nonexistent,2018,4,6,12,46
2416,1,0,0,1,operational,Paris,paris-vauvenargues-35,STATION,75018,Paris/Vauvenargues/35,operational,5,station,ok,nonexistent,2018,4,8,14,23
2417,1,1,1,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-robertlavergne-11,STATION,92600,AsniÃ¨res-sur-Seine/Robert Lavergne/11,operational,2,station,ok,nonexistent,2018,4,3,10,35
2418,1,0,0,0,nonexistent,Paris,paris-augusteblanqui-50,STATION,75013,Paris/Auguste Blanqui/50,operational,3,station,ok,nonexistent,2018,4,8,20,55
2419,4,1,0,0,operational,Paris,paris-victorhugo-93,STATION,75016,Paris/Victor Hugo/93,operational,0,station,ok,nonexistent,2018,4,5,14,22
2420,1,0,0,0,nonexistent,Romainville,romainville-communedeparis-100,STATION,93230,Romainville/Commune de Paris/100,operational,4,station,ok,nonexistent,2018,4,5,16,25
2421,1,1,1,0,nonexistent,SÃ¨vres,sevres-granderue-123,STATION,92310,SÃ¨vres/Grande Rue/123,operational,2,station,ok,nonexistent,2018,4,3,0,7
2422,0,0,0,0,nonexistent,Paris,paris-grenelle31-parking,PARKING,75015,Paris/Grenelle 31/Parking,broken,0,station,closed,nonexistent,2018,4,5,18,38
2423,0,0,0,0,nonexistent,Saint-Ouen,saintouen-capitaineglarner-44,STATION,93400,Saint-Ouen/Capitaine Glarner/44,operational,6,station,ok,nonexistent,2018,4,5,11,43
2424,0,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-18juin1940-63,STATION,92500,Rueil-Malmaison/18 juin 1940/63,operational,5,station,ok,nonexistent,2018,4,5,12,18
2425,5,1,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-georgesguynemer-97,SPACE,92600,AsniÃ¨res-sur-Seine/Georges Guynemer/97,operational,0,full_station,ok,operational,2018,4,4,19,35
2426,1,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-isidorenerat-6,STATION,93600,Aulnay-sous-bois/Isidore Nerat/6,operational,6,station,ok,nonexistent,2018,4,6,18,24
2427,1,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-demontbrison-188,STATION,92500,Rueil-Malmaison/De Montbrison/188,operational,3,station,ok,nonexistent,2018,4,1,23,2
2428,0,0,0,0,nonexistent,Paris,paris-haussmann-61,STATION,75008,Paris/Haussmann/61,operational,1,station,ok,nonexistent,2018,4,7,18,1
2429,1,2,0,1,operational,Paris,paris-suffren-161,STATION,75015,Paris/Suffren/161,operational,3,station,ok,nonexistent,2018,4,2,7,52
2430,5,0,0,0,nonexistent,Drancy,drancy-rogersalengro-97,STATION,93700,Drancy/Roger Salengro/97,operational,1,station,ok,nonexistent,2018,4,1,10,31
2431,0,0,0,0,nonexistent,Paris,paris-manin-69,STATION,75019,Paris/Manin/69,operational,3,station,ok,nonexistent,2018,4,4,19,21
2432,2,0,1,0,nonexistent,Paris,paris-cronstadt-2,STATION,75015,Paris/Cronstadt/2,operational,0,station,ok,nonexistent,2018,4,4,22,46
2433,1,0,0,0,operational,Paris,paris-docteurfinlay-43,STATION,75015,Paris/Finlay/43,operational,2,station,ok,nonexistent,2018,4,8,20,41
2434,1,0,0,1,operational,Issy-les-Moulineaux,issylesmoulineaux-renejacques-1,STATION,92130,Issy-les-Moulineaux/RenÃ© Jacques/1,operational,4,station,ok,nonexistent,2018,4,2,23,41
2435,2,0,0,0,operational,Les Lilas,leslilas-georgespompidou-3,SPACE,93260,Les Lilas/Georges Pompidou/3,operational,3,full_station,ok,broken,2018,4,1,18,57
2436,2,0,0,0,operational,Paris,paris-fredericloliee-5,STATION,75020,Paris/FrÃ©dÃ©ric LoliÃ©e/5,operational,2,station,ok,nonexistent,2018,4,1,20,57
2437,2,0,0,0,nonexistent,Saint-MandÃ©,saintmande-pasteur-11,STATION,94160,Saint-MandÃ©/Pasteur/11,operational,4,station,ok,nonexistent,2018,4,1,11,46
2438,4,0,0,0,operational,Paris,paris-emileaugier-20,STATION,75016,Paris/Ãmile Augier/20,operational,0,station,ok,nonexistent,2018,4,4,1,45
2439,4,0,0,0,nonexistent,Paris,paris-voltaire-8,STATION,75011,Paris/Voltaire/8,operational,0,station,ok,nonexistent,2018,4,2,1,58
2440,4,0,0,1,operational,Paris,paris-pyrenees-236,STATION,75020,Paris/PyrÃ©nÃ©es/236,operational,1,station,ok,nonexistent,2018,4,6,16,32
2441,0,0,0,1,operational,Paris,paris-pierrebrossolette-1,STATION,75005,Paris/Pierre Brossolette/1,operational,5,station,ok,nonexistent,2018,4,8,10,6
2442,1,0,0,1,operational,Paris,paris-julienlacroix-39,STATION,75020,Paris/Julien Lacroix/39,operational,5,station,ok,nonexistent,2018,4,8,3,25
2443,2,0,0,0,nonexistent,Clichy-la-Garenne,clichylagarenne-jeanjaures-122,STATION,92210,Clichy-la-Garenne/Jean JaureÌs/122,operational,2,station,ok,nonexistent,2018,4,9,18,51
2444,5,0,0,0,nonexistent,Nanterre,nanterre-emilezola-61,STATION,92000,Nanterre/Ãmile Zola/61,operational,1,station,ok,nonexistent,2018,4,2,21,32
2445,5,0,1,0,nonexistent,Rosny-sous-Bois,rosnysousbois-lisbonne-16,STATION,93110,Rosny-sous-Bois/Lisbonne/16,operational,0,station,ok,nonexistent,2018,4,5,11,28
2446,0,0,0,2,operational,Paris,paris-richardlenoir-110,STATION,75011,Paris/Richard Lenoir/110,operational,6,station,ok,nonexistent,2018,4,7,11,47
2447,3,0,0,0,nonexistent,Neuilly-Plaisance,neuillyplaisance-georgesclemenceau-25,STATION,93360,Neuilly-Plaisance/Georges ClÃ©menceau/25,operational,3,station,ok,nonexistent,2018,4,8,1,5
2448,4,0,0,0,operational,Les Lilas,leslilas-georgespompidou-3,SPACE,93260,Les Lilas/Georges Pompidou/3,operational,2,full_station,ok,broken,2018,4,8,11,6
2449,0,0,0,1,operational,Paris,paris-edgarquinet-2,STATION,75014,Paris/Edgar Quinet/2,operational,5,station,ok,nonexistent,2018,4,5,22,16
2450,0,0,0,0,nonexistent,Paris,paris-aumale-28,STATION,75009,Paris/Aumale/28,operational,3,station,ok,nonexistent,2018,4,1,14,50
2451,5,0,0,1,operational,Paris,paris-taillebourg-2,STATION,75011,Paris/Taillebourg/2,operational,1,station,ok,nonexistent,2018,4,5,19,34
2452,3,1,0,0,nonexistent,Malakoff,malakoff-presidentwilson-2,STATION,92240,Malakoff/Wilson/2,operational,0,station,ok,nonexistent,2018,4,3,18,23
2453,3,0,0,0,nonexistent,Paris,paris-ternes-parking,PARKING,75017,Paris/Ternes/Parking,operational,1,station,ok,nonexistent,2018,4,1,23,25
2454,4,0,0,0,operational,Paris,paris-henriiv-46,STATION,75004,Paris/Henri IV/46,operational,1,station,ok,nonexistent,2018,4,4,3,0
2455,3,0,0,0,operational,Paris,paris-clichy-70,STATION,75018,Paris/Clichy/70,operational,2,station,ok,nonexistent,2018,4,9,21,52
2456,4,0,1,0,nonexistent,Romainville,romainville-communedeparis-100,STATION,93230,Romainville/Commune de Paris/100,operational,1,station,ok,nonexistent,2018,4,6,7,29
2457,3,0,0,1,operational,Paris,paris-championnet-162,STATION,75018,Paris/Championnet/162,operational,3,station,ok,nonexistent,2018,4,9,9,59
2458,2,0,0,0,operational,Paris,paris-chateaulandon-24,STATION,75010,Paris/ChÃ¢teau Landon/24,operational,3,station,ok,nonexistent,2018,4,3,8,50
2459,1,0,2,0,nonexistent,Paris,paris-jeanjacquesrousseau-62,STATION,75001,Paris/Jean-Jacques Rousseau/62,operational,1,station,ok,nonexistent,2018,4,1,14,25
2460,2,0,0,0,nonexistent,ChÃ¢tillon,chatillon-divisionleclerc-12,SPACE,92320,ChÃ¢tillon/Division Leclerc/12,operational,1,full_station,ok,operational,2018,4,5,9,2
2461,0,0,0,0,nonexistent,Gennevilliers,gennevilliers-louisroche-125,STATION,92230,Gennevilliers/Louis Roche/125,operational,4,station,ok,nonexistent,2018,4,9,5,53
2462,6,0,0,0,nonexistent,Meudon,meudon-terreneuve-3,STATION,92190,Meudon/Terre Neuve/3,operational,0,station,ok,nonexistent,2018,4,7,5,15
2463,5,0,0,0,nonexistent,Champigny-sur-Marne,champignysurmarne-daniellecasanova-22,STATION,94500,Champigny-sur-Marne/Danielle Casanova/22,operational,0,station,ok,nonexistent,2018,4,1,10,49
2464,2,0,0,0,operational,Paris,paris-lecourbe-63,STATION,75015,Paris/Lecourbe/63,operational,2,station,ok,nonexistent,2018,4,6,20,30
2465,5,0,0,0,nonexistent,Vincennes,vincennes-mursduparc-2,STATION,94300,Vincennes/Murs du parc/2,operational,0,station,ok,nonexistent,2018,4,8,13,7
2466,0,0,0,2,operational,Paris,paris-schomberg-1,STATION,75004,Paris/Schomberg/1,operational,6,station,ok,nonexistent,2018,4,7,19,13
2467,3,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-napoleonbonaparte-260,STATION,92500,Rueil-Malmaison/NapolÃ©on Bonaparte/260,operational,3,station,ok,nonexistent,2018,4,5,22,3
2468,0,0,0,0,nonexistent,Limeil-BrÃ©vannes,limeilbrevannes-lavoisier-12,STATION,94450,Limeil-BrÃ©vannes/Lavoisier/12,broken,0,station,closed,nonexistent,2018,4,2,2,23
2469,1,0,0,1,operational,Paris,paris-lecourbe-178,STATION,75015,Paris/Lecourbe/178,operational,2,station,ok,nonexistent,2018,4,2,16,51
2470,7,0,0,0,nonexistent,Paris,paris-renault-2,STATION,75011,Paris/Renault/2,operational,0,station,ok,nonexistent,2018,4,9,3,12
2471,3,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-richelieu-3,STATION,92500,Rueil-Malmaison/Richelieu/3,operational,2,station,ok,nonexistent,2018,4,3,13,33
2472,0,0,0,1,operational,Paris,paris-victoria-17,STATION,75001,Paris/Victoria/17,operational,5,station,ok,nonexistent,2018,4,2,7,47
2473,3,0,0,0,operational,Paris,paris-bosquet-41,STATION,75007,Paris/Bosquet/41,operational,0,station,ok,nonexistent,2018,4,4,9,12
2474,1,0,0,0,nonexistent,Vanves,vanves-jeanjaures-101,STATION,92170,Vanves/Jean JaurÃ¨s/101,operational,5,station,ok,nonexistent,2018,4,3,17,0
2475,0,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-sevran-1,STATION,93600,Aulnay-sous-bois/Sevran/1,broken,0,station,closed,nonexistent,2018,4,1,7,12
2476,4,0,1,0,nonexistent,CrÃ©teil,creteil-claudenicolasledoux-4,STATION,94000,CrÃ©teil/Claude-Nicolas Ledoux/4,operational,0,station,ok,nonexistent,2018,4,9,22,33
2477,0,0,0,1,operational,Paris,paris-ledrurollin-20,STATION,75012,Paris/Ledru Rollin/20,operational,5,station,ok,nonexistent,2018,4,2,0,6
2478,0,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-henripoincare-53,STATION,92600,AsniÃ¨res-sur-Seine/Henri PoincarÃ©/53,broken,0,station,closed,nonexistent,2018,4,3,9,31
2479,0,1,0,1,operational,Paris,paris-emileaugier-20,STATION,75016,Paris/Ãmile Augier/20,operational,2,station,ok,nonexistent,2018,4,7,14,59
2480,2,0,0,0,operational,Paris,paris-republique-5,STATION,75011,Paris/RÃ©publique/5,operational,3,station,ok,nonexistent,2018,4,5,23,15
2481,3,0,2,0,nonexistent,Paris,paris-lecourbemairieduxveme-parking,PARKING,75015,Paris/Lecourbe Mairie du XVÃ¨me/Parking,operational,0,station,ok,nonexistent,2018,4,5,2,10
2482,5,0,1,0,nonexistent,Villejuif,villejuif-paris-149,STATION,94800,Villejuif/Paris/149,operational,0,station,ok,nonexistent,2018,4,9,20,29
2483,0,0,0,0,broken,Paris,paris-villiot-20,SPACE,75012,Paris/Villiot/20,broken,0,full_station,closed,broken,2018,4,4,19,1
2484,0,0,0,1,operational,Saint-Cloud,saintcloud-montvalerien-38,STATION,92210,Saint-Cloud/Mont ValÃ©rien/38,operational,5,station,ok,nonexistent,2018,4,9,12,1
2485,3,0,0,0,operational,Paris,paris-malesherbes-113,STATION,75008,Paris/Malesherbes/113,operational,1,station,ok,nonexistent,2018,4,8,22,45
2486,4,0,0,0,operational,Paris,paris-raphael-20,STATION,75016,Paris/RaphaÃ«l/20,operational,0,station,ok,nonexistent,2018,4,6,9,59
2487,0,0,0,1,operational,Paris,paris-rome-73,STATION,75008,Paris/Rome/73,operational,4,station,ok,nonexistent,2018,4,1,13,33
2488,4,1,0,0,nonexistent,Malakoff,malakoff-stalingrad-27,STATION,92240,Malakoff/Stalingrad/27,operational,2,station,ok,nonexistent,2018,4,9,21,0
2489,6,0,0,0,operational,Paris,paris-bagnolet-142,STATION,75020,Paris/Bagnolet/142,operational,0,station,ok,nonexistent,2018,4,5,7,34
2490,1,0,1,0,nonexistent,Paris,paris-choisy-8,STATION,75013,Paris/Choisy/8,operational,0,station,ok,nonexistent,2018,4,1,1,12
2491,3,1,0,0,operational,Paris,paris-pereire-170,STATION,75017,Paris/Pereire/170,operational,0,station,ok,nonexistent,2018,4,7,2,48
2492,4,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-boispreau-1,STATION,92500,Rueil-Malmaison/Bois PrÃ©au/1,operational,1,station,ok,nonexistent,2018,4,3,10,50
2493,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-robertlavergne-11,STATION,92600,AsniÃ¨res-sur-Seine/Robert Lavergne/11,operational,0,station,ok,nonexistent,2018,4,8,2,39
2494,4,0,1,0,operational,Paris,paris-picpus-7,STATION,75012,Paris/Picpus/7,operational,0,station,ok,nonexistent,2018,4,7,9,8
2495,4,0,1,0,nonexistent,Sceaux,sceaux-paullangevin-3,STATION,92330,Sceaux/Paul Langevin/3,operational,0,station,ok,nonexistent,2018,4,7,19,28
2496,1,0,0,1,operational,Paris,paris-adolphemille-8,STATION,75019,Paris/Adolphe Mille/8,operational,4,station,ok,nonexistent,2018,4,9,0,56
2497,0,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-henripoincare-53,STATION,92600,AsniÃ¨res-sur-Seine/Henri PoincarÃ©/53,broken,0,station,closed,nonexistent,2018,4,1,0,32
2498,6,0,0,0,operational,Paris,paris-mithouard-6,STATION,75007,Paris/Mithouard/6,operational,0,station,ok,nonexistent,2018,4,5,17,14
2499,5,0,0,0,nonexistent,Montreuil,montreuil-sergentgodefroy-20,STATION,93100,Montreuil/Sergent Godefroy/20,operational,0,station,ok,nonexistent,2018,4,6,19,42
2500,6,0,0,0,nonexistent,Levallois-Perret,levalloisperret-verdun-parking2,PARKING,92300,Levallois-Perret/Verdun/Parking2,operational,0,station,ok,nonexistent,2018,4,1,18,21
2501,6,0,0,0,operational,Paris,paris-doudeauville-29,STATION,75018,Paris/Doudeauville/29,operational,0,station,ok,nonexistent,2018,4,5,7,34
2502,4,0,0,0,nonexistent,Paris,paris-portroyal-97,STATION,75014,Paris/Port-Royal/97,operational,1,station,ok,nonexistent,2018,4,6,15,7
2503,1,0,0,0,nonexistent,Paris,paris-madeleine-8,STATION,75009,Paris/Madeleine/8,operational,2,station,ok,nonexistent,2018,4,4,5,34
2504,5,0,0,0,nonexistent,CrÃ©teil,creteil-archives-5,STATION,94000,CrÃ©teil/Archives/5,operational,1,station,ok,nonexistent,2018,4,6,14,58
2505,0,0,0,1,operational,Paris,paris-uzes-1,STATION,75002,Paris/UzÃ¨s/1,operational,5,station,ok,nonexistent,2018,4,3,2,43
2506,0,0,0,0,operational,Paris,paris-bertinpoiree-14,STATION,75001,Paris/Bertin PoirÃ©e/14,operational,3,station,ok,nonexistent,2018,4,7,23,37
2507,0,0,0,0,nonexistent,Meudon,meudon-marcelallegot-12,STATION,92190,Meudon/Marcel AllÃ©got/12,broken,0,station,closed,nonexistent,2018,4,5,18,49
2508,3,0,2,0,operational,Paris,paris-renefonck-2,STATION,75019,Paris/RenÃ© Fonck/2,operational,0,station,ok,nonexistent,2018,4,3,5,17
2509,0,0,0,2,operational,Paris,paris-martignac-2,STATION,75007,Paris/Martignac/2,operational,6,station,ok,nonexistent,2018,4,9,7,27
2510,4,0,0,0,nonexistent,Saint-Denis,saintdenis-georgesand-8,STATION,93200,Saint-Denis/George Sand/8,operational,0,station,ok,nonexistent,2018,4,7,23,44
2511,4,0,1,0,nonexistent,Montreuil,montreuil-galilee-29,STATION,93100,Montreuil/GalilÃ©e/29,operational,1,station,ok,nonexistent,2018,4,8,22,21
2512,2,0,0,1,operational,Paris,paris-chevaleret-131,STATION,75013,Paris/Chevaleret/131,operational,4,station,ok,nonexistent,2018,4,5,19,53
2513,5,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-arthurchevalier-7,STATION,93600,Aulnay-sous-bois/Arthur Chevalier/7,operational,1,station,ok,nonexistent,2018,4,8,4,55
2514,0,0,0,1,operational,Paris,paris-ledrurollin-20,STATION,75012,Paris/Ledru Rollin/20,operational,5,station,ok,nonexistent,2018,4,3,5,43
2515,3,0,0,0,nonexistent,ChÃ¢tenay-Malabry,chatenaymalabry-cyranodebergerac-6,STATION,92290,ChÃ¢tenay-Malabry/Cyrano de Bergerac/6,operational,3,station,ok,nonexistent,2018,4,3,21,52
2516,6,1,0,0,nonexistent,Fontenay-aux-Roses,fontenayauxroses-divisionleclerc-31,STATION,92260,Fontenay-aux-Roses/Division Leclerc/31,operational,0,station,ok,nonexistent,2018,4,5,18,38
2517,1,0,0,0,nonexistent,Paris,paris-saintmartin-204,STATION,75003,Paris/Saint-Martin/204,operational,3,station,ok,nonexistent,2018,4,4,5,31
2518,0,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-verdun-135,STATION,92130,Issy-les-Moulineaux/Verdun/135,operational,4,station,ok,nonexistent,2018,4,3,19,32
2519,0,0,0,0,broken,Paris,paris-charleshermite-52,STATION,75018,Paris/Charles Hermite/52,broken,0,station,closed,nonexistent,2018,4,5,11,6
2520,2,0,0,0,nonexistent,Colombes,colombes-gabrielperi-335,STATION,92700,Colombes/Gabriel PÃ©ri/335,operational,2,station,ok,nonexistent,2018,4,5,20,9
2521,5,0,1,0,nonexistent,Antony,antony-alexisdetocqueville-4,STATION,92160,Antony/Alexis de Tocqueville/4,operational,1,station,ok,nonexistent,2018,4,9,2,27
2522,0,0,0,0,nonexistent,Paris,paris-saintjacques1-parking,PARKING,75014,Paris/Saint-Jacques 1/Parking,broken,0,station,closed,nonexistent,2018,4,9,7,51
2523,0,0,0,0,nonexistent,Paris,paris-ouest-6,STATION,75014,Paris/Ouest/6,operational,6,station,ok,nonexistent,2018,4,6,7,14
2524,5,0,0,0,nonexistent,Colombes,colombes-marechaljoffre-30,SPACE,92700,Colombes/MarÃ©chal Joffre/30,operational,1,full_station,ok,operational,2018,4,1,1,35
2525,6,0,0,0,nonexistent,Cachan,cachan-carnot-36,STATION,94230,Cachan/Carnot/36,operational,1,station,ok,nonexistent,2018,4,8,7,38
2526,0,0,0,0,nonexistent,Boulogne-Billancourt,boulognebillancourt-marcelbontemps-30,STATION,92100,Boulogne-Billancourt/Marcel Bontemps/30,operational,5,station,ok,nonexistent,2018,4,6,0,9
2527,1,0,0,2,operational,Paris,paris-sainthonore-123,STATION,75008,Paris/Saint-HonorÃ©/123,operational,5,station,ok,nonexistent,2018,4,3,6,37
2528,6,0,0,0,operational,Paris,paris-marcadet-150,STATION,75018,Paris/Marcadet/150,operational,0,station,ok,nonexistent,2018,4,9,2,29
2529,1,0,0,0,nonexistent,Paris,paris-montfaucon-4,STATION,75006,Paris/Montfaucon/4,operational,0,station,ok,nonexistent,2018,4,7,13,30
2530,3,0,0,1,operational,Paris,paris-docteurfinlay-43,STATION,75015,Paris/Finlay/43,operational,2,station,ok,nonexistent,2018,4,9,2,22
2531,0,0,0,0,nonexistent,Ville-d'Avray,villedavray-versailles-211,STATION,92410,Ville-d'Avray/Versailles/211,operational,4,station,ok,nonexistent,2018,4,2,12,2
2532,2,1,0,1,operational,Paris,paris-republique-86,STATION,75011,Paris/RÃ©publique/86,operational,3,station,ok,nonexistent,2018,4,2,6,16
2533,0,0,0,0,broken,Paris,paris-docteurfinlay-43,STATION,75015,Paris/Finlay/43,broken,0,station,closed,nonexistent,2018,4,4,20,16
2534,3,0,0,0,nonexistent,Nanterre,nanterre-union-13,STATION,92000,Nanterre/Union/13,operational,3,station,ok,nonexistent,2018,4,2,12,35
2535,5,0,0,0,operational,Paris,paris-raymondlosserand-229,STATION,75014,Paris/Raymond Losserand/229,operational,1,station,ok,nonexistent,2018,4,6,14,58
2536,6,0,0,0,nonexistent,Fontenay-aux-Roses,fontenayauxroses-paullangevin-70,STATION,92260,Fontenay-aux-Roses/Paul Langevin/70,operational,0,station,ok,nonexistent,2018,4,1,17,0
2537,5,0,0,0,nonexistent,Rosny-sous-Bois,rosnysousbois-jeanjaures-5,STATION,93110,Rosny-sous-Bois/Jean JaurÃ¨s/5,operational,1,station,ok,nonexistent,2018,4,2,9,39
2538,5,0,0,0,nonexistent,Levallois-Perret,levalloisperret-louisemichel-parking,PARKING,92300,Levallois-Perret/Louise Michel/Parking,operational,1,station,ok,nonexistent,2018,4,6,2,20
2539,4,0,0,0,nonexistent,Suresnes,suresnes-verdun-15,SPACE,92150,Suresnes/Verdun/15,operational,0,full_station,ok,operational,2018,4,5,11,24
2540,5,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-albert1er-2,STATION,92500,Rueil-Malmaison/Albert 1er/2,operational,0,station,ok,nonexistent,2018,4,3,23,51
2541,2,0,0,0,nonexistent,Saint-Maurice,saintmaurice-montgolfier-parking,PARKING,94410,Saint-Maurice/Montgolfier/Parking,operational,1,station,ok,nonexistent,2018,4,3,8,46
2542,3,0,0,1,operational,Paris,paris-flandre-119,STATION,75019,Paris/Flandre/119,operational,2,station,ok,nonexistent,2018,4,6,9,33
2543,6,0,0,0,nonexistent,Gennevilliers,gennevilliers-vieuxchemindesaintdenis-106,STATION,92230,Gennevilliers/Vieux Chemin de Saint-Denis/106,operational,0,station,ok,nonexistent,2018,4,3,10,48
2544,0,0,0,0,nonexistent,Fontenay-Sous-Bois,fontenaysousbois-valdefontenay-2,STATION,94120,Fontenay-Sous-Bois/Val de Fontenay/2,operational,5,station,ok,nonexistent,2018,4,5,18,11
2545,4,0,1,0,operational,Paris,paris-aubervilliers-126,STATION,75019,Paris/Aubervilliers/126,operational,0,station,ok,nonexistent,2018,4,3,16,8
2546,5,0,0,0,operational,Paris,paris-theophilegauthier-14,STATION,75016,Paris/ThÃ©ophile Gauthier/14,operational,1,station,ok,nonexistent,2018,4,4,3,50
2547,0,0,0,1,operational,Paris,paris-marceau-1,STATION,75016,Paris/Marceau/1,operational,5,station,ok,nonexistent,2018,4,5,22,28
2548,2,0,0,0,operational,Paris,paris-duhesne-113,STATION,75018,Paris/Duhesme/113,operational,2,station,ok,nonexistent,2018,4,5,11,26
2549,5,0,0,0,nonexistent,Paris,paris-versaillesreynaud-parking,PARKING,75016,Paris/Versailles Reynaud/Parking,operational,0,station,ok,nonexistent,2018,4,6,4,30
2550,2,0,1,0,nonexistent,Paris,paris-mathis-35,STATION,75019,Paris/Mathis/35,operational,0,station,ok,nonexistent,2018,4,3,17,59
2551,6,0,0,0,nonexistent,Nanterre,nanterre-gascogne-1,STATION,92000,Nanterre/Gascogne/1,operational,0,station,ok,nonexistent,2018,4,8,9,42
2552,2,0,0,0,nonexistent,CrÃ©teil,creteil-denfertrochereau-12,STATION,94000,CrÃ©teil/Denfert Rochereau/12,operational,4,station,ok,nonexistent,2018,4,9,23,48
2553,6,0,0,0,operational,Paris,paris-rome-73,STATION,75008,Paris/Rome/73,operational,1,station,ok,nonexistent,2018,4,9,5,34
2554,3,0,1,0,nonexistent,Paris,paris-crimee-8,STATION,75019,Paris/CrimÃ©e/8,operational,1,station,ok,nonexistent,2018,4,9,23,33
2555,1,0,0,0,nonexistent,Romainville,romainville-communedeparis-100,STATION,93230,Romainville/Commune de Paris/100,operational,5,station,ok,nonexistent,2018,4,4,20,15
2556,0,0,0,0,nonexistent,BiÃ¨vres,bievres-gare-12,STATION,91570,BiÃ¨vres/Gare/12,future,0,station,scheduled,nonexistent,2018,4,3,17,2
2557,0,0,1,0,nonexistent,ChÃ¢tillon,chatillon-stalingrad-5,STATION,92320,ChÃ¢tillon/Stalingrad/5,operational,4,station,ok,nonexistent,2018,4,4,7,40
2558,5,0,1,0,operational,Les Lilas,leslilas-leonrenault-19,STATION,93260,Les Lilas/LÃ©on Renault/19,operational,0,station,ok,nonexistent,2018,4,3,2,36
2559,5,0,0,0,operational,Paris,paris-galvani-25,STATION,75017,Paris/Galvani/25,operational,0,station,ok,nonexistent,2018,4,9,14,23
