,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,ID,Kind,Postal code,Public name,Rental status,Slots,Station type,Status,Subscription status,year,month,day,hour,minute
716,1,0,1,0,nonexistent,Paris,paris-malher-13,STATION,75004,Paris/Malher/13,operational,0,station,ok,nonexistent,2018,4,5,15,2
717,5,0,0,0,operational,Paris,paris-bac-142,STATION,75007,Paris/Bac/142,operational,0,station,ok,nonexistent,2018,4,5,12,5
718,0,0,0,0,nonexistent,ChÃ¢tenay-Malabry,chatenaymalabry-jeanjaures-280,STATION,92290,ChÃ¢tenay-Malabry/Jean JaurÃ¨s/280,broken,0,station,closed,nonexistent,2018,4,1,5,12
719,0,0,0,0,nonexistent,Paris,paris-grenelle31-parking,PARKING,75015,Paris/Grenelle 31/Parking,broken,0,station,closed,nonexistent,2018,4,1,14,40
720,5,0,0,0,operational,Puteaux,puteaux-dionbouton-30,SPACE,92800,Puteaux/Dion Bouton/30,operational,0,full_station,ok,operational,2018,4,1,15,9
721,2,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-sadicarnot-10,STATION,92600,AsniÃ¨res-sur-Seine/Sadi Carnot/10,operational,3,station,ok,nonexistent,2018,4,8,16,59
722,0,0,0,0,nonexistent,Vanves,vanves-pruvot-7,STATION,92170,Vanves/Pruvot/7,broken,0,station,closed,nonexistent,2018,4,2,8,24
723,2,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-augusteperret-4,STATION,92500,Rueil-Malmaison/Auguste Perret/4,operational,2,station,ok,nonexistent,2018,4,2,5,56
724,0,0,0,0,nonexistent,Paris,paris-pasteurmontparnasse-parking,PARKING,75015,Paris/Pasteur Montparnasse/Parking,operational,6,station,ok,nonexistent,2018,4,2,3,57
725,0,0,0,0,nonexistent,Paris,paris-faubourgpoissoniere-64,STATION,75010,Paris/PoissonniÃ¨re/64,operational,4,station,ok,nonexistent,2018,4,8,3,34
726,1,0,0,2,operational,Paris,paris-secretan-4,STATION,75019,Paris/SecrÃ©tan/4,operational,5,station,ok,nonexistent,2018,4,7,21,22
727,3,0,0,0,nonexistent,Paris,paris-aumale-28,STATION,75009,Paris/Aumale/28,operational,0,station,ok,nonexistent,2018,4,3,9,2
728,0,0,0,0,broken,Paris,paris-flandre-61,STATION,75019,Paris/Flandre/61,broken,0,station,closed,nonexistent,2018,4,3,21,10
729,4,0,1,0,nonexistent,Cachan,cachan-pontroyal-24,STATION,94230,Cachan/Pont Royal/24,operational,1,station,ok,nonexistent,2018,4,6,7,8
730,3,0,0,0,operational,Paris,paris-voltaire-236,STATION,75011,Paris/Voltaire/236,operational,1,station,ok,nonexistent,2018,4,9,0,1
731,0,0,0,2,operational,Paris,paris-liege-24,STATION,75008,Paris/LiÃ¨ge/24,operational,6,station,ok,nonexistent,2018,4,3,3,11
732,1,0,0,1,operational,Paris,paris-ordener-65,STATION,75018,Paris/Ordener/65,operational,5,station,ok,nonexistent,2018,4,2,16,50
733,2,0,0,0,operational,Paris,paris-arnoldnetter-10,STATION,75012,Paris/Arnold Netter/10,operational,1,station,ok,nonexistent,2018,4,6,19,2
734,0,0,0,1,operational,Paris,paris-paulpainleve-7,STATION,75005,Paris/Paul PainlevÃ©/7,operational,4,station,ok,nonexistent,2018,4,8,1,43
735,4,0,1,0,operational,Paris,paris-choisy-188,STATION,75013,Paris/Choisy/188,operational,1,station,ok,nonexistent,2018,4,2,7,27
736,0,0,0,0,nonexistent,Colombes,colombes-pierrebrossolette-42,STATION,92700,Colombes/Pierre Brossolette/42,broken,0,station,closed,nonexistent,2018,4,8,0,21
737,4,0,0,0,operational,Paris,paris-balard-18,SPACE,75015,Paris/Balard/18,operational,1,full_station,ok,operational,2018,4,9,4,27
738,6,0,0,0,nonexistent,CrÃ©teil,creteil-pierrebrossolette-77,STATION,94000,CrÃ©teil/Pierre Brossolette/77,operational,0,station,ok,nonexistent,2018,4,7,14,24
739,1,0,0,1,operational,Paris,paris-ledrurollin-155,STATION,75011,Paris/Ledru Rollin/155,operational,3,station,ok,nonexistent,2018,4,8,18,23
740,0,0,0,0,broken,Paris,paris-voltaire-59,STATION,75011,Paris/Voltaire/59,broken,0,station,closed,nonexistent,2018,4,9,1,57
741,0,0,0,0,operational,Paris,paris-conservatoire-13,STATION,75009,Paris/Conservatoire/13,operational,0,station,ok,nonexistent,2018,4,8,1,30
742,6,0,0,0,operational,Paris,paris-henrimartin-70,STATION,75116,Paris/Henri Martin/70,operational,0,station,ok,nonexistent,2018,4,7,9,41
743,1,0,0,1,operational,Paris,paris-henard-3,STATION,75012,Paris/Henard/3,operational,4,station,ok,nonexistent,2018,4,2,2,27
744,2,0,0,1,operational,Paris,paris-fernandlabori-1,STATION,75018,Paris/Fernand Labori/1,operational,2,station,ok,nonexistent,2018,4,5,16,55
745,3,0,0,0,nonexistent,Montreuil,montreuil-degaulle-15,STATION,93100,Montreuil/De Gaulle/15,operational,2,station,ok,nonexistent,2018,4,7,20,11
746,1,0,0,0,nonexistent,Alfortville,alfortville-jeanbaptistepreux-17,STATION,94140,Alfortville/Jean-Baptiste Preux/17,operational,4,station,ok,nonexistent,2018,4,4,20,19
747,0,0,0,2,operational,Paris,paris-segur-55,STATION,75007,Paris/SÃ©gur/55,operational,5,station,ok,nonexistent,2018,4,6,4,30
748,0,0,0,0,nonexistent,Le Bourget,lebourget-anizancavillon-10,SPACE,93350,Le Bourget/Anizan Cavillon/10,broken,0,full_station,closed,broken,2018,4,1,7,12
749,0,0,0,1,operational,Yerres,yerres-charlesdegaulle-99,STATION,91330,Yerres/Charles-de-Gaulle/99,operational,7,station,ok,nonexistent,2018,4,2,20,19
750,2,0,0,1,operational,Paris,paris-pasteur-41,STATION,75015,Paris/Pasteur/41,operational,2,station,ok,nonexistent,2018,4,1,12,32
751,6,0,0,0,nonexistent,Colombes,colombes-marechaljoffre-30,SPACE,92700,Colombes/MarÃ©chal Joffre/30,operational,0,full_station,ok,operational,2018,4,1,14,22
752,0,0,0,0,nonexistent,Paris,paris-halles-3,SPACE,75001,Paris/Halles/3,broken,0,full_station,ok,operational,2018,4,2,2,44
753,1,0,0,0,operational,Paris,paris-grandearmee-40,STATION,75017,Paris/Grande ArmÃ©e/40,operational,3,station,ok,nonexistent,2018,4,4,4,12
754,0,0,0,0,operational,Paris,paris-pelleport-105,STATION,75020,Paris/Pelleport/105,operational,4,station,ok,nonexistent,2018,4,8,16,43
755,0,0,0,0,nonexistent,Paris,paris-dante-1,STATION,75005,Paris/Dante/1,operational,3,station,ok,nonexistent,2018,4,3,9,42
756,3,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-marysebastie-1,STATION,93600,Aulnay-sous-bois/Maryse BastiÃ©/1,operational,2,station,ok,nonexistent,2018,4,8,15,44
757,1,0,0,1,operational,Paris,paris-voltaire-182,STATION,75011,Paris/Voltaire/182,operational,4,station,ok,nonexistent,2018,4,6,6,30
758,4,0,0,0,nonexistent,Paris,paris-sevresbabylone-parking,PARKING,75007,Paris/SÃ¨vres Babylone/Parking,operational,2,station,ok,nonexistent,2018,4,4,21,0
759,4,0,0,0,nonexistent,Boulogne-Billancourt,boulognebillancourt-jeanjaures-61,STATION,92100,Boulogne-Billancourt/Jean JaurÃ¨s/61,operational,2,station,ok,nonexistent,2018,4,5,4,6
760,1,0,0,0,nonexistent,Arcueil,arcueil-francoisvincentraspail-32,STATION,94110,Arcueil/FranÃ§ois Vincent Raspail/32,operational,5,station,ok,nonexistent,2018,4,3,2,18
761,2,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-18juin1940-175,STATION,92500,Rueil-Malmaison/18 Juin 1940/175,operational,3,station,ok,nonexistent,2018,4,5,18,22
762,4,0,1,0,nonexistent,Colombes,colombes-victorhugo-42,STATION,92700,Colombes/Victor Hugo/42,operational,1,station,ok,nonexistent,2018,4,4,7,59
763,2,0,0,0,nonexistent,Nanterre,nanterre-paulvaillantcouturier-94,STATION,92000,Nanterre/Paul Vaillant Couturier/94,operational,4,station,ok,nonexistent,2018,4,3,2,42
764,0,0,0,0,nonexistent,Paris,paris-chazelles-1,STATION,75017,Paris/Chazelles/1,operational,4,station,ok,nonexistent,2018,4,6,5,52
765,0,0,0,0,broken,Paris,paris-gambetta-249,STATION,75020,Paris/Gambetta/249,broken,0,station,closed,nonexistent,2018,4,3,4,33
766,1,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-demontbrison-188,STATION,92500,Rueil-Malmaison/De Montbrison/188,operational,5,station,ok,nonexistent,2018,4,3,14,48
767,1,0,0,2,operational,Paris,paris-boulard-1,STATION,75014,Paris/Boulard/1,operational,5,station,ok,nonexistent,2018,4,8,21,56
768,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-jeanjacquesrousseau-2,STATION,92600,AsniÃ¨res-sur-Seine/Jean-Jacques Rousseau/2,operational,0,station,ok,nonexistent,2018,4,2,6,51
769,4,0,0,0,nonexistent,Paris,paris-vincennes-120,STATION,75012,Paris/Vincennes/120,operational,0,station,ok,nonexistent,2018,4,5,2,9
770,1,0,0,0,nonexistent,Neuilly-sur-Seine,neuillysurseine-parmentier-parking,PARKING,92200,Neuilly-sur-Seine/Parmentier/parking,operational,2,station,ok,nonexistent,2018,4,5,5,26
771,2,0,0,0,nonexistent,Paris,paris-diderot-73,STATION,75012,Paris/Diderot/73,operational,1,station,ok,nonexistent,2018,4,9,6,58
772,4,0,0,0,operational,Paris,paris-pereire-170,STATION,75017,Paris/Pereire/170,operational,0,station,ok,nonexistent,2018,4,3,14,53
773,0,0,0,0,nonexistent,Paris,paris-montparnassegaite-parking,PARKING,75014,Paris/Montparnasse GaÃ®tÃ©/Parking,broken,0,station,closed,nonexistent,2018,4,3,4,19
774,0,0,0,0,nonexistent,Paris,paris-caulaincourt-17,STATION,75018,Paris/Caulaincourt/17,operational,2,station,ok,nonexistent,2018,4,7,11,56
775,0,0,0,0,nonexistent,Paris,paris-grenelle31-parking,PARKING,75015,Paris/Grenelle 31/Parking,broken,0,station,closed,nonexistent,2018,4,7,12,1
776,2,0,0,0,operational,Issy-les-Moulineaux,issylesmoulineaux-renejacques-1,STATION,92130,Issy-les-Moulineaux/RenÃ© Jacques/1,operational,3,station,ok,nonexistent,2018,4,7,10,3
777,0,0,0,0,nonexistent,Fontenay-Sous-Bois,fontenaysousbois-jeanpierretimbaud-17,STATION,94120,Fontenay-Sous-Bois/Jean-Pierre Timbaud/17,operational,7,station,ok,nonexistent,2018,4,6,8,21
778,0,0,0,1,operational,Paris,paris-adolphemille-8,STATION,75019,Paris/Adolphe Mille/8,operational,4,station,ok,nonexistent,2018,4,8,1,2
779,0,0,0,2,operational,Paris,paris-matignon-2,STATION,75008,Paris/Matignon/2,operational,6,station,ok,nonexistent,2018,4,8,11,7
780,2,0,0,0,nonexistent,Nanterre,nanterre-lavoisier-14,STATION,92000,Nanterre/Lavoisier/14,operational,4,station,ok,nonexistent,2018,4,1,8,3
781,4,0,0,0,nonexistent,Paris,paris-tolbiac-15,STATION,75013,Paris/Tolbiac/15,operational,0,station,ok,nonexistent,2018,4,7,15,28
782,4,0,1,0,nonexistent,Gennevilliers,gennevilliers-republique-16,STATION,92230,Gennevilliers/RÃ©publique/16,operational,1,station,ok,nonexistent,2018,4,2,8,16
783,0,0,0,0,nonexistent,Malakoff,malakoff-charlesdegaulle-parking,SPACE,92240,Malakoff/Charles de Gaulle/Parking,operational,6,full_station,ok,operational,2018,4,5,21,30
784,3,1,0,1,operational,Paris,paris-chevaleret-131,STATION,75013,Paris/Chevaleret/131,operational,2,station,ok,nonexistent,2018,4,2,11,1
785,0,0,0,1,operational,Paris,paris-turenne-98,STATION,75003,Paris/Turenne/98,operational,2,station,ok,nonexistent,2018,4,6,11,46
786,2,0,1,0,nonexistent,Nanterre,nanterre-pabloneruda-6,STATION,92000,Nanterre/Pablo Neruda/6,operational,3,station,ok,nonexistent,2018,4,8,12,44
787,4,0,0,0,operational,Paris,paris-lagny-117,STATION,75020,Paris/Lagny/117,operational,2,station,ok,nonexistent,2018,4,4,15,27
788,0,0,0,2,operational,Paris,paris-danton-8,STATION,75006,Paris/Danton/8,operational,6,station,ok,nonexistent,2018,4,9,3,56
789,5,0,0,0,nonexistent,Clamart,clamart-paulvaillantcouturier-68,STATION,92140,Clamart/Paul Vaillant Couturier/68,operational,1,station,ok,nonexistent,2018,4,5,12,20
790,1,0,0,1,operational,Paris,paris-constantinople-4,STATION,75008,Paris/Constantinople/4,operational,4,station,ok,nonexistent,2018,4,3,0,9
791,0,0,0,0,nonexistent,Paris,paris-pyrenees-231,STATION,75020,Paris/PyrÃ©nÃ©es/231,operational,2,station,ok,nonexistent,2018,4,8,12,5
792,1,0,0,0,nonexistent,Champigny-sur-Marne,champignysurmarne-ambroisine-52,STATION,94500,Champigny-sur-Marne/Ambroisine/52,operational,5,station,ok,nonexistent,2018,4,5,9,1
793,1,0,0,1,operational,Paris,paris-lobineau-9,STATION,75006,Paris/Lobineau/9,operational,2,station,ok,nonexistent,2018,4,5,17,1
794,2,0,0,0,nonexistent,Bagnolet,bagnolet-republique-58,STATION,93170,Bagnolet/RÃ©publique/58,operational,4,station,ok,nonexistent,2018,4,5,22,31
795,6,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-rodin-66,STATION,92130,Issy-les-Moulineaux/Rodin/66,operational,0,station,ok,nonexistent,2018,4,2,15,45
796,3,0,0,0,nonexistent,Nanterre,nanterre-hoche-1,STATION,92000,Nanterre/Hoche/1,operational,4,station,ok,nonexistent,2018,4,3,13,48
797,0,0,0,0,nonexistent,Levallois-Perret,levalloisperret-soouest-parking,PARKING,92300,Levallois-Perret/So'Ouest/Parking,operational,3,station,ok,nonexistent,2018,4,1,13,29
798,0,0,0,0,nonexistent,Le Bourget,lebourget-anizancavillon-10,SPACE,93350,Le Bourget/Anizan Cavillon/10,broken,0,full_station,closed,broken,2018,4,1,1,37
799,6,0,1,0,nonexistent,Antony,antony-alexisdetocqueville-4,STATION,92160,Antony/Alexis de Tocqueville/4,operational,0,station,ok,nonexistent,2018,4,9,12,37
800,5,0,0,0,operational,Paris,paris-saintmande-94,STATION,75012,Paris/Saint-MandÃ©/94,operational,1,station,ok,nonexistent,2018,4,8,3,2
801,0,0,0,0,operational,Paris,paris-constantinople-4,STATION,75008,Paris/Constantinople/4,operational,2,station,ok,nonexistent,2018,4,4,7,14
802,0,0,0,0,nonexistent,Paris,paris-montparnasseraspail-parking,PARKING,75014,Paris/Montparnasse Raspail/Parking,broken,0,station,closed,nonexistent,2018,4,1,8,11
803,7,0,0,0,nonexistent,Le Chesnay,lechesnay-pottier-7,STATION,78150,Le Chesnay/Pottier/7,operational,0,station,ok,nonexistent,2018,4,6,0,47
804,5,1,0,0,nonexistent,Paris,paris-portedechamperret-6,PARKING,75017,Paris/Porte de Champerret/6,operational,0,station,ok,nonexistent,2018,4,5,11,22
805,0,0,0,0,nonexistent,Paris,paris-vivienne-43,STATION,75002,Paris/Vivienne/43,broken,0,station,closed,nonexistent,2018,4,6,14,42
806,3,0,1,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-promenadeduverger-166,STATION,92130,Issy-les-Moulineaux/Promenade du Verger/166,operational,1,station,ok,nonexistent,2018,4,1,18,57
807,0,0,0,2,operational,Paris,paris-henard-3,STATION,75012,Paris/Henard/3,operational,5,station,ok,nonexistent,2018,4,3,22,10
808,5,0,0,0,nonexistent,Villejuif,villejuif-paulvaillantcouturier-9,SPACE,94800,Villejuif/Paul Vaillant Couturier/9,operational,1,full_station,ok,operational,2018,4,8,23,22
809,1,0,0,1,operational,Paris,paris-trudaine-26,SPACE,75009,Paris/Trudaine/26,operational,4,full_station,ok,operational,2018,4,1,18,13
810,5,0,0,0,nonexistent,CrÃ©teil,creteil-claudenicolasledoux-4,STATION,94000,CrÃ©teil/Claude-Nicolas Ledoux/4,operational,0,station,ok,nonexistent,2018,4,1,7,12
811,0,0,0,1,operational,Issy-les-Moulineaux,issylesmoulineaux-renejacques-1,STATION,92130,Issy-les-Moulineaux/RenÃ© Jacques/1,operational,5,station,ok,nonexistent,2018,4,6,1,46
812,4,0,0,0,operational,Paris,paris-mozart-68,STATION,75016,Paris/Mozart/68,operational,1,station,ok,nonexistent,2018,4,5,21,17
813,0,0,0,0,nonexistent,Paris,paris-alexandrie-7,STATION,75002,Paris/Alexandrie/7,operational,4,station,ok,nonexistent,2018,4,9,21,33
814,1,0,0,0,nonexistent,Paris,paris-saintmaur-36,STATION,75011,Paris/Saint-Maur/36,operational,1,station,ok,nonexistent,2018,4,2,19,35
815,4,0,0,0,nonexistent,Clichy-la-Garenne,clichylagarenne-claudedebussy-7,STATION,92110,Clichy-la-Garenne/Claude Debussy/7,operational,2,station,ok,nonexistent,2018,4,2,9,36
816,4,0,1,0,nonexistent,Noisy-le-Sec,noisylesec-victorhugo-1,STATION,93130,Noisy-le-Sec/Victor Hugo/1,operational,1,station,ok,nonexistent,2018,4,6,6,8
817,0,0,0,2,operational,Paris,paris-sainthonore-161,STATION,75008,Paris/Saint-HonorÃ©/161,operational,6,station,ok,nonexistent,2018,4,7,5,5
818,5,0,0,0,nonexistent,Fontenay-aux-Roses,fontenayauxroses-robertmarchand-32,STATION,92260,Fontenay-aux-Roses/Robert Marchand/32,operational,1,station,ok,nonexistent,2018,4,3,1,48
819,4,0,0,0,nonexistent,Pantin,pantin-eglise-44,STATION,93500,Pantin/Ãglise/44,operational,1,station,ok,nonexistent,2018,4,9,6,50
820,4,0,0,0,nonexistent,Paris,paris-ouest-6,STATION,75014,Paris/Ouest/6,operational,1,station,ok,nonexistent,2018,4,5,20,55
821,6,0,0,0,nonexistent,Le Chesnay,lechesnay-charlesdegaulle-103,STATION,78150,Le Chesnay/Charles de Gaulle/103,operational,0,station,ok,nonexistent,2018,4,1,12,38
822,5,0,0,0,nonexistent,Paris,paris-mademoiselle-22,STATION,75015,Paris/Mademoiselle/22,operational,2,station,ok,nonexistent,2018,4,8,22,27
823,0,0,0,1,operational,Paris,paris-lobineau-9,STATION,75006,Paris/Lobineau/9,operational,5,station,ok,nonexistent,2018,4,3,7,43
824,0,0,0,0,nonexistent,Vanves,vanves-jeanbleuzen-77,SPACE,92170,Vanves/Jean Bleuzen/77,operational,5,full_station,ok,operational,2018,4,9,19,40
825,2,0,0,0,nonexistent,Enghien-les-Bains,enghienlesbains-arrivee-19,STATION,95880,Enghien-les-Bains/ArrivÃ©e/19,operational,1,station,ok,nonexistent,2018,4,8,18,10
826,1,0,0,2,operational,Paris,paris-tolbiac-41,STATION,75013,Paris/Tolbiac/41,operational,5,station,ok,nonexistent,2018,4,5,4,27
827,0,0,0,0,nonexistent,Paris,paris-belleville-22,STATION,75020,Paris/Belleville/22,operational,3,station,ok,nonexistent,2018,4,2,16,41
828,1,0,0,1,operational,Paris,paris-bercy-5,STATION,75112,Paris/Bercy/5,operational,5,station,ok,nonexistent,2018,4,5,23,37
829,5,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-jeanjaures-22,STATION,92130,Issy-les-Moulineaux/Jean JaurÃ¨s/22,operational,0,station,ok,nonexistent,2018,4,4,7,44
830,1,0,0,0,nonexistent,CrÃ©teil,creteil-degaulle-61,STATION,94000,CrÃ©teil/De Gaulle/61,operational,4,station,ok,nonexistent,2018,4,8,5,36
831,3,0,0,0,nonexistent,Paris,paris-alexandrie-7,STATION,75002,Paris/Alexandrie/7,operational,1,station,ok,nonexistent,2018,4,5,16,15
832,4,1,1,0,nonexistent,Montreuil,montreuil-franklin-18,STATION,93100,Montreuil/Franklin/18,operational,0,station,ok,nonexistent,2018,4,6,1,33
833,0,0,1,1,operational,Paris,paris-linne-18,STATION,75005,Paris/LinnÃ©/18,operational,5,station,ok,nonexistent,2018,4,2,19,18
834,5,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-colmar-17,STATION,92500,Rueil-Malmaison/Colmar/17,operational,1,station,ok,nonexistent,2018,4,4,5,50
835,6,0,0,0,nonexistent,Nanterre,nanterre-couchant-3,STATION,92000,Nanterre/Couchant/3,operational,0,station,ok,nonexistent,2018,4,3,13,22
836,5,0,0,0,operational,Paris,paris-diderot-172,SPACE,75012,Paris/Diderot/172,operational,0,full_station,ok,broken,2018,4,4,13,49
837,2,0,0,0,nonexistent,Levallois-Perret,levalloisperret-hoteldeville-parking,PARKING,92300,Levallois-Perret/HÃ´tel de Ville/Parking,operational,1,station,ok,nonexistent,2018,4,7,14,13
838,0,0,0,0,nonexistent,Maisons-Alfort,maisonsalfort-generalleclerc-145,STATION,94700,Maisons-Alfort/Leclerc/145,broken,0,station,closed,nonexistent,2018,4,2,14,2
839,6,0,0,0,nonexistent,CrÃ©teil,creteil-leclerc-216,STATION,94000,CrÃ©teil/Leclerc/216,operational,0,station,ok,nonexistent,2018,4,9,9,46
840,4,0,1,0,nonexistent,Rosny-sous-Bois,rosnysousbois-claudepernes-1,SPACE,93110,Rosny-sous-Bois/Claude PernÃ¨s/1,operational,0,full_station,ok,broken,2018,4,9,22,29
841,4,0,0,0,operational,Paris,paris-jouffroydabbans-108,STATION,75017,Paris/Jouffroy d'Abbans/108,operational,0,station,ok,nonexistent,2018,4,4,3,15
842,6,0,0,0,operational,Paris,paris-fillesducalvaire-19,STATION,75003,Paris/Filles du Calvaire/19,operational,0,station,ok,nonexistent,2018,4,2,21,12
843,7,0,0,0,nonexistent,Fontenay-Sous-Bois,fontenaysousbois-moreaudavid-14,STATION,94120,Fontenay-Sous-Bois/Moreau David/14,operational,0,station,ok,nonexistent,2018,4,3,1,33
844,4,0,0,0,operational,Paris,paris-matignon-2,STATION,75008,Paris/Matignon/2,operational,1,station,ok,nonexistent,2018,4,5,16,45
845,2,0,0,0,nonexistent,Paris,paris-ternes-parking,PARKING,75017,Paris/Ternes/Parking,operational,3,station,ok,nonexistent,2018,4,1,9,12
846,1,2,0,0,operational,Paris,paris-armandcarrel-46,STATION,75019,Paris/Armand Carrel/46,operational,1,station,ok,nonexistent,2018,4,8,8,19
847,4,0,1,0,nonexistent,Bagneux,bagneux-verdun-127,STATION,92220,Bagneux/Verdun/127,operational,0,station,ok,nonexistent,2018,4,1,12,16
848,6,0,0,0,nonexistent,Antony,antony-alexisdetocqueville-4,STATION,92160,Antony/Alexis de Tocqueville/4,operational,0,station,ok,nonexistent,2018,4,1,10,25
849,5,0,1,0,nonexistent,CrÃ©teil,creteil-claudenicolasledoux-4,STATION,94000,CrÃ©teil/Claude-Nicolas Ledoux/4,operational,0,station,ok,nonexistent,2018,4,7,23,0
850,3,0,0,1,operational,Paris,paris-menilmontant-30,STATION,75020,Paris/MÃ©nilmontant/30,operational,3,station,ok,nonexistent,2018,4,6,15,56
851,2,0,0,1,operational,Paris,paris-rapee-46,STATION,75012,Paris/RapÃ©e/46,operational,4,station,ok,nonexistent,2018,4,8,7,36
852,0,0,0,0,nonexistent,Romainville,romainville-marcelethis-15,STATION,93230,Romainville/Marcel Ethis/15,operational,3,station,ok,nonexistent,2018,4,2,20,9
853,0,0,0,0,nonexistent,Alfortville,alfortville-europe-22,STATION,94140,Alfortville/Europe/22,broken,0,station,closed,nonexistent,2018,4,8,21,43
854,1,0,2,0,nonexistent,Vanves,vanves-renesahors-9,STATION,92170,Vanves/RenÃ© Sahors/9,operational,1,station,ok,nonexistent,2018,4,8,0,34
855,2,0,0,2,operational,Paris,paris-martignac-2,STATION,75007,Paris/Martignac/2,operational,3,station,ok,nonexistent,2018,4,1,9,16
856,0,0,0,0,nonexistent,Bezons,bezons-emilezola-50,STATION,95870,Bezons/Emile Zola/50,operational,7,station,ok,nonexistent,2018,4,9,3,28
857,1,0,0,0,nonexistent,Drancy,drancy-henribarbusse-236,STATION,93700,Drancy/Henri Barbusse/236,operational,3,station,ok,nonexistent,2018,4,8,13,51
858,2,0,0,0,operational,Paris,paris-ordener-120,STATION,75018,Paris/Ordener/120,operational,0,station,ok,nonexistent,2018,4,7,12,43
859,5,1,0,0,operational,Paris,paris-charlesetrobert-6,STATION,75020,Paris/Charles et Robert/6,operational,0,station,ok,nonexistent,2018,4,8,3,34
860,4,0,0,0,operational,Paris,paris-louisblanc-67,STATION,75010,Paris/Louis Blanc/67,operational,0,station,ok,nonexistent,2018,4,3,15,45
861,4,0,0,0,operational,Paris,paris-victorhugo-180,STATION,75016,Paris/Victor Hugo/180,operational,0,station,ok,nonexistent,2018,4,3,13,3
862,0,0,0,0,nonexistent,Paris,paris-legendre-22,STATION,75017,Paris/Legendre/22,operational,2,station,ok,nonexistent,2018,4,5,9,48
863,4,0,0,0,nonexistent,Suresnes,suresnes-gardenatlapostol-42,STATION,92150,Suresnes/Gardenat Lapostol/42,operational,2,station,ok,nonexistent,2018,4,1,12,33
864,0,0,0,1,operational,Paris,paris-jonquiere-66,STATION,75017,Paris/JonquiÃ¨re/66,operational,6,station,ok,nonexistent,2018,4,3,11,9
865,5,0,0,0,nonexistent,Paris,paris-malakoff-115,STATION,75016,Paris/Malakoff/115,operational,1,station,ok,nonexistent,2018,4,3,2,0
866,2,0,0,0,nonexistent,Paris,paris-mauriceberteaux-2,STATION,75020,Paris/Maurice Berteaux/2,operational,3,station,ok,nonexistent,2018,4,7,14,43
867,0,0,0,0,nonexistent,Paris,paris-bourdon-41,SPACE,75004,Paris/Bourdon/41,operational,4,full_station,ok,operational,2018,4,5,5,54
868,0,0,0,0,nonexistent,Bagnolet,bagnolet-generaldegaulle-33,SPACE,93170,Bagnolet/De Gaulle/33,broken,0,full_station,closed,broken,2018,4,6,5,52
869,1,0,0,1,operational,Paris,paris-catalogne-2,SPACE,75014,Paris/Catalogne/2,operational,4,full_station,ok,operational,2018,4,3,15,49
870,0,0,0,0,nonexistent,CrÃ©teil,creteil-laferriere-142,STATION,94000,CrÃ©teil/LaferriÃ¨re/142,broken,0,station,closed,nonexistent,2018,4,4,3,28
871,6,0,0,0,nonexistent,Levallois-Perret,levalloisperret-verdun-parking2,PARKING,92300,Levallois-Perret/Verdun/Parking2,operational,0,station,ok,nonexistent,2018,4,3,20,5
872,1,0,0,1,operational,Paris,paris-bercy-5,STATION,75112,Paris/Bercy/5,operational,5,station,ok,nonexistent,2018,4,5,2,3
873,5,0,0,0,operational,Paris,paris-charlesfillion-22,STATION,75017,Paris/Charles Fillion/22,operational,0,station,ok,nonexistent,2018,4,3,20,57
874,2,0,0,0,nonexistent,Nanterre,nanterre-gambetta-20,SPACE,92000,Nanterre/Gambetta/20,operational,3,full_station,ok,broken,2018,4,5,15,37
875,5,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-felixfaure-22,SPACE,93600,Aulnay-sous-bois/FÃ©lix Faure/22,operational,1,full_station,ok,operational,2018,4,7,10,40
876,3,1,0,0,nonexistent,Levallois-Perret,levalloisperret-louisemichel-parking,PARKING,92300,Levallois-Perret/Louise Michel/Parking,operational,2,station,ok,nonexistent,2018,4,8,4,19
877,0,0,0,0,nonexistent,Paris,paris-legendre-22,STATION,75017,Paris/Legendre/22,operational,4,station,ok,nonexistent,2018,4,1,2,32
878,3,0,0,0,nonexistent,Paris,paris-jeanmoulin-34,STATION,75014,Paris/Jean Moulin/34,operational,1,station,ok,nonexistent,2018,4,1,7,1
879,3,0,1,0,operational,Paris,paris-petrarque-2,STATION,75016,Paris/PÃ©trarque/2,operational,0,station,ok,nonexistent,2018,4,9,4,52
880,0,0,0,1,operational,Paris,paris-georgev-44,STATION,75008,Paris/George V/44,operational,5,station,ok,nonexistent,2018,4,9,23,23
881,1,0,0,2,operational,Paris,paris-emilezola-143,STATION,75015,Paris/Ãmile Zola/143,operational,5,station,ok,nonexistent,2018,4,1,14,46
